file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
cat_purr_1.wav,"Baby kitten purrs, mom leaves, the kitten's meow becomes a tiny fur-filled distress signal.",Cat's purr interrupted by mysterious moving object; feline suspense ensues.,"A gentle growl, purring cat, then a sudden yowl - the animal kingdom's opera!","Owl perched, cat prowling - a nocturnal showdown of feathery vs furry!","Soft growls, soothing purrs, and then a wailing cat - an emotional animal rollercoaster."
shopping-cart-rattle.wav,A shopping cart on grass sounds like a lawnmower chasing after discounts.,"A shopping cart races on pavement, followed by a barking canine referee.",A shopping cart's bumpy journey foreshadows a car alarm symphony.,"A shopping cart rocks an outdoor concert, with a small dog as the opening act.","A shopping cart rumbles over bumps, setting the stage for a car alarm crescendo."
STE-034 vatican steps.wav,"A leader's commands drowned by a sassy female voice and chatty group, like a choir with a rebellious soprano.","A crowd of people walking and gossiping, a symphony of footsteps and juicy stories.",An orchestra of distant presentations and mingling people; the business world's background music.,A cacophony of voices and footsteps creating the soundtrack of close encounters in human traffic.,"A duet of men chatting, interrupted by walking bystander, and spiced up with a man-woman dialogue remix."
043015 Splashing water in bathtub.wav,"A person in the tub lathers up, like a DJ remixing bubbles and splashes.",Bathtub shenanigans: arms and legs creating a splash symphony.,"Arm and leg splashes, a playful aquatic concert in a tub.","Dripping water with surprise splashes, nature's unpredictable rhythm section.","Drip-drip-splash, a bathtub's secret code of intermittent aquatic acoustics."
20110206_bright.winter.morning.wav,Chirping birds and hooting owls form an avian orchestra outdoors.,Bird melodies serenaded by passing cars.,Birds gossiping while distant traffic hums along.,Birds and owls harmonize in an open field chorus.,"Chirps, hoots, and car engines blend in a backyard soundtrack."
070821_flsp_bog01.wav,"A horn blares, seagulls gossip like teens at a party, and boats create the ultimate nautical symphony.",Birds gossip in their feathery language while traffic hums like ants in a concrete jungle.,"Insect rock band throws a concert, and a shy bird timidly sings its own song from a distance.",Bugs perform an aerial ballet while a bird drops subtle hints of its presence from afar.,"Insects gather for their annual buzzing convention, making sure their presence is audibly known."
Kauai Sunrise.wav,"A lively wildlife park, where birds gossip like teenagers at a party.",Birds chirping like they're debating politics over morning coffee.,Birds chattering away like they're spilling juicy secrets.,"Birds chirping, chickens chuckling at their bird jokes.","Birds' morning gossip session, featuring a rooster's wakeup call and the wind's whispers."
stclaude.wav,"A door shuts, cueing distant church bells, like a divine sitcom laugh track.","A thunderous bump, church bells chime, playing Guess the Mystery Sound.",Church bells provide a dramatic soundtrack for door-closing ceremonies.,An apartment-dwelling eavesdropper tunes into the church bells station.,A loud bump triggers long-range church bell boomerangs.
The Desert Dome (Entrance).wav,"Strolling outdoors with chatty birds and humans, a sitcom in the making.","A walk outside with gossiping birds and mingling people, nature's social hour.","Outdoor playground: kids chatter, birds perform opera, lady joins the ensemble.",A person walks in a zoo where birds hold conferences and people host panel discussions.,"Fountain sprays, bird serenades, woman-child duo forms live podcast episode."
WasherSpinCycleWindUp.wav,"A roaring hum, like a colossal object's on the job, or a bumblebee on steroids.","A deafening whirl, as if some mega machine's showing off its power moves.","A machine marches on, the nonstop tick-tock of a mechanical heartbeat.","Chaotic clatter of machinery gone wild, the sound of a robot dance party.","Erratic machinery screams, like a caffeinated jackhammer who never skips a beat."
20110121_stream.MS.wav,An industrial water slide: H2O rush hour with machinery cheering in the background.,"Water racing past rocks, nature's adrenaline junkie in a rapid game of tag.","Heavy water having a high-speed chase with sneaky rocks, taking the fast lane down a drain.","Water performing a raucous drum solo, making a splash as droplets fly like confetti.","Water cranking up the volume, adding droplet remixes for a full aquatic audio experience."
Freezing Rain.wav,"A campfire's sizzle party, not too wild but chill, like a grandpa breakdancing carefully.","A shy fire, crackling and popping like a cautious extrovert at a party.","Raindrops giggle and splash, with the wind playing the role of party crasher.",Fire gossiping with snaps and crackles as the log slowly gives up its secrets.,"Raindrop tap-dance practice on the ground, mastering their crackling routine."
bowling_basin_2.wav,A machine works as objects crash like a robotic percussionist in a chaotic orchestra.,"Cars pass, creating a metallic symphony of unintentional roadside clatter.","Cars whizz by, their wheels singing a metallic clanking tune.",Distant traffic hums as the nearby Clash of the Hard Objects championship commences.,"As traffic buzzes in the background, two hard objects face off in an epic high-five showdown."
dragged-glass-object.wav,A metallic object streaks across a surface like a robot breakdancing on ice.,"A pen scribbles, growing louder like it's announcing its grand finale.","Pen scribbling crescendos into a dramatic, ink-fueled symphony.","An object rubs and scratches, throwing a surface house party with DJ Scratch.","Scraping and scratching, the object's audition for a surface's next top band."
20070224.siren.wav,"A honking horn starts the party, then an ambulance siren joins in before it races by like a musical instrument on wheels. ","A cop siren interrupts with mini sound bites, then steals the show by wailing over everyone's chitchat. ","A persistent siren beeps like an impatient text message, eventually wailing itself away into a distant echo.","The siren's beeping turns into a full-fledged wail, like a baby realizing it's not getting attention soon enough.","A car siren sets off, starting its own noisy parade before it zooms off into the unknown."
Calm down-town morning 02 150722_0706.wav,"A person coughs amidst dripping water and a bird symphony, like they're auditioning for nature's talent show.","Birds, a big fan, and a coughing woman – nature's weirdest orchestra warming up for their grand performance!","Rushing water, chirping birds, and a cough finale – the unexpected soundscape of a scenic getaway.","As water rushed and birds sang, a single cough was the odd harmony in this otherwise perfect tune.","Birds and fans create an unlikely duet, while a woman's cough adds an unexpected surprise to the mix."
20070402.crowd.wav,"Amidst the chatty crowd, a whistle pierces the air, and a man yells, probably searching for his lost sandwich.","A bustling crowd babbles away, then *whistle*, a man shouts; maybe he finally found Waldo.","In a sea of chatter, one brave whistler emerges victorious among the masses.","Picture this: a lively crowd, a sudden whistle, and a man hollers like Tarzan making his grand entrance.","A crowd's buzz competes with an out-of-tune solo whistler, who probably failed their music class."
gully with flowing water.wav,"A giant vehicle crawls slowly, like a snail dragging a monster truck behind it.","A machine hums steadily, like a robot meditating in its secret lair.","A machine purrs smoothly in a tight space, like a futuristic cat stuck in a cupboard.",An engine shivers and shakes like it's playing the world's loudest game of maracas.,"Engine noise mingles with buffering sounds, as if a robot DJ was mixing beats on a bumpy road."
Thunder 03.wav,"Wind gusts sweep the countryside, tickling cows and giving sheep a new hairstyle.","The countryside gets a refreshing gust of wind, as if nature's playing a giant harmonica.","Stormy thunder roars in the distance, like an angry lion who missed his lunch.","Wind blowing faster than gossip, followed by deep thunder grumbling about the weather.","Distant thunder roars from a storm, sharing the sky's latest drama with the world."
20080416.buzz.stereo.wav,A bee's buzz plays peekaboo as birds form a chirpy choir in the backdrop.,Bee's boomerang flight amidst a bird-twitter orchestra.,Buzzing bee takes a round-trip flight amongst a tweet symphony.,"Bee's sound of approach and retreat, backed by avian melodies.",Bumble bee's floral waltz as birds serenade nature's dance.
CFX-20130331-UK-DorsetSeaCliff02.wav,"A man speaks, as water sneaks around like an eavesdropping mermaid.",A chatty human battles sea waves for auditory supremacy.,A sea-backed soliloquy from a marine-loving man.,"Gossip by the cliffs, where the ocean waves compete for attention.",A man's words dance with the water's ballet in the background.
20090105.slicing.wav,A potato peeling poltergeist knocks on cabinets for attention. ,Slicing spuds sends them skydiving into their container home. ,Knife-wielding potato artist creates falling masterpieces into containers. ,Tape's sticky symphony unites objects in a harmonious bind. ,Potato-peeling percussionist's cabinet drum solo steals the show.
